Participant Id,Trial Index,Instance Id,XAIType,Tested w/ XAI,AI prediction,Time,Changed feature index,Changed feature name,Changed feature type,Changed from,Changed to,Changed amount,DT prediction (CF),LR prediction (CF),Changed prediction (DT),Changed prediction (LR),Changed explainer,Changed AI prediction,AI prediction (CF),condition,model,app_id,complexity,Model strategy,Model depth,Model changed feature index,Model changed feature name,Model changed amount,Model AI prediction (CF),Model changed AI prediction,Model XAI prediction (CF),Model changed XAI prediction,Model mean_delta for chosen feature,Trial NLL,Trial MAE,retrieval_threshold,over_margin,chi,Best NLL,Best MAE,Best time,Best retrieval_threshold,Best over_margin,Best chi,Model strategy,Model depth,Model changed feature index,Model changed feature name,Model changed amount,Model AI prediction (CF),Model changed AI prediction,Model XAI prediction (CF),Model changed XAI prediction,Model mean_delta for chosen feature
668d3b9862f5a356423ded45,14045,146.0,LR,w/ XAI,0.0,11.93,0.0,Alcohol,numeric,11.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,1,0,Alcohol,2.0,1,1,1,1,2.0,1.9865164994640523,0.10256410256410264,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,0,Alcohol,2.0,1,1,1,1,2.0
668d3b9862f5a356423ded45,14046,393.0,LR,w/o XAI,0.0,7.23,3.0,Vinegar Taint,numeric,0.62,0.23,-0.39,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,1,3,Vinegar Taint,0.39,0,0,0,0,0.39,1.8404207756928037,0.0005476451259583187,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,3,Vinegar Taint,0.39,0,0,0,0,0.39
668d3b9862f5a356423ded45,14047,155.0,LR,w/ XAI,0.0,11.635,3.0,Vinegar Taint,numeric,0.78,0.23,-0.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,3,Vinegar Taint,0.55,1,1,1,1,0.55,0.6544040989010168,0.006297918948521425,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,3,Vinegar Taint,0.55,1,1,1,1,0.55
668d3b9862f5a356423ded45,14048,351.0,LR,w/o XAI,0.0,12.984,3.0,Vinegar Taint,numeric,0.51,0.23,-0.28,1.0,0.0,1.0,0.0,0.0,1.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,3,Vinegar Taint,0.28,0,0,0,0,0.28,1.712348343719762,0.0005476451259583187,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,3,Vinegar Taint,0.28,0,0,0,0,0.28
668d3b9862f5a356423ded45,14049,210.0,LR,w/ XAI,0.0,17.105,5.0,Chlorides,numeric,0.2,0.047,-0.153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,5,Chlorides,0.153,0,0,0,0,0.153,2.6195118625194493,1.0,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,5,Chlorides,0.153,0,0,0,0,0.153
668d3b9862f5a356423ded45,14050,303.0,LR,w/ XAI,0.0,7.435,0.0,Alcohol,numeric,9.5,13.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,1,0,Alcohol,3.5,1,1,1,1,3.5,1.9127393300748994,0.025641025641025546,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,0,Alcohol,3.5,1,1,1,1,3.5
668d3b9862f5a356423ded45,14051,95.0,LR,w/o XAI,1.0,29.059,3.0,Vinegar Taint,numeric,0.26,0.96,0.7,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,3,Vinegar Taint,0.7,0,1,0,1,0.7,1.6564864619717061,0.0,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,3,Vinegar Taint,0.7,0,1,0,1,0.7
668d3b9862f5a356423ded45,14052,312.0,LR,w/ XAI,1.0,27.045,0.0,Alcohol,numeric,13.0,9.0,-4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,0,Alcohol,4.0,0,1,0,1,4.0,1.6665657111296617,0.10256410256410264,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,0,Alcohol,4.0,0,1,0,1,4.0
668d3b9862f5a356423ded45,14053,59.0,LR,w/o XAI,0.0,7.426,0.0,Alcohol,numeric,9.5,13.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,1,0,Alcohol,3.5,1,1,1,1,3.5,1.3652130558897004,0.025641025641025546,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,0,Alcohol,3.5,1,1,1,1,3.5
668d3b9862f5a356423ded45,14054,383.0,LR,w/o XAI,1.0,7.68,3.0,Vinegar Taint,numeric,0.37,0.96,0.59,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,3,Vinegar Taint,0.59,0,1,0,1,0.59,1.7722629697601398,0.0,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,3,Vinegar Taint,0.59,0,1,0,1,0.59
668d3b9862f5a356423ded45,14055,159.0,LR,w/ XAI,1.0,6.177,1.0,Sulphates,numeric,1.2,0.44,-0.76,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,1,Sulphates,0.76,0,1,0,1,0.76,1.7163386226044048,0.3992571806688611,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,1,Sulphates,0.76,0,1,0,1,0.76
668d3b9862f5a356423ded45,14056,239.0,LR,w/o XAI,1.0,15.281,0.0,Alcohol,numeric,12.0,9.0,-3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,0,0,Alcohol,3.0,0,1,0,1,3.0,1.4374620495791806,0.10256410256410264,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,0,Alcohol,3.0,0,1,0,1,3.0
668d3b9862f5a356423ded45,14057,152.0,LR,w/o XAI,0.0,8.321,5.0,Chlorides,numeric,0.082,0.22,0.138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LR,mlp,wine_quality,high,change_path_dt,0,5,Chlorides,0.138,0,0,0,0,0.138,1.8698826455234574,0.966480446927374,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,5,Chlorides,0.138,0,0,0,0,0.138
668d3b9862f5a356423ded45,14058,270.0,LR,w/o XAI,0.0,53.163,2.0,SO2,numeric,150.0,9.0,-141.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,0,2,SO2,141.0,1,1,1,1,141.0,1.8269219479263727,0.016579471904195644,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,2,SO2,141.0,1,1,1,1,141.0
668d3b9862f5a356423ded45,14059,173.0,LR,w/o XAI,1.0,51.776,0.0,Alcohol,numeric,13.0,9.0,-4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,0,0,Alcohol,4.0,0,1,0,1,4.0,1.2986225713223845,0.0769230769230771,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,0,Alcohol,4.0,0,1,0,1,4.0
668d3b9862f5a356423ded45,14060,86.0,LR,w/ XAI,0.0,8.102,5.0,Chlorides,numeric,0.088,0.22,0.132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,5,Chlorides,0.132,0,0,0,0,0.132,2.6195118625194493,0.2381366236289451,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,5,Chlorides,0.132,0,0,0,0,0.132
668d3b9862f5a356423ded45,14061,135.0,LR,w/ XAI,0.0,6.391,3.0,Vinegar Taint,numeric,0.6,0.23,-0.37,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,1,3,Vinegar Taint,0.37,0,0,0,0,0.37,1.4832875206614242,0.0005476451259583187,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,3,Vinegar Taint,0.37,0,0,0,0,0.37
668d3b9862f5a356423ded45,14062,329.0,LR,w/ XAI,0.0,10.933,0.0,Alcohol,numeric,11.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,1,0,Alcohol,2.0,1,1,1,1,2.0,2.1817551658336716,0.03775508243035866,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,0,Alcohol,2.0,1,1,1,1,2.0
668d3b9862f5a356423ded45,14063,286.0,LR,w/ XAI,1.0,35.755,0.0,Alcohol,numeric,12.0,9.0,-3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,0,Alcohol,3.0,0,1,0,1,3.0,1.9127393300748994,0.025641025641025546,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,0,Alcohol,3.0,0,1,0,1,3.0
668d3b9862f5a356423ded45,14064,66.0,LR,w/o XAI,0.0,20.553,3.0,Vinegar Taint,numeric,0.4,0.23,-0.17,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,0,3,Vinegar Taint,0.17,0,0,0,0,0.17,1.8404207756928037,0.0005476451259583947,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,3,Vinegar Taint,0.17,0,0,0,0,0.17
668d3b9862f5a356423ded45,14065,399.0,LR,w/ XAI,0.0,8.236,0.0,Alcohol,numeric,9.3,13.0,3.7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,1,0,Alcohol,3.7,1,1,1,1,3.7,0.45285872121400084,0.025641025641025775,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,0,Alcohol,3.7,1,1,1,1,3.7
668d3b9862f5a356423ded45,14066,242.0,LR,w/o XAI,1.0,12.271,0.0,Alcohol,numeric,13.0,9.0,-4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,0,0,Alcohol,4.0,0,1,0,1,4.0,1.2986703730195954,0.24429619962092328,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,0,Alcohol,4.0,0,1,0,1,4.0
668d3b9862f5a356423ded45,14067,391.0,LR,w/ XAI,1.0,8.731,0.0,Alcohol,numeric,13.0,9.0,-4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,0,Alcohol,4.0,0,1,0,1,4.0,1.6665657111296617,0.1282051282051282,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,0,Alcohol,4.0,0,1,0,1,4.0
668d3b9862f5a356423ded45,14068,4.0,LR,w/o XAI,0.0,10.43,0.0,Alcohol,numeric,9.5,13.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,0,0,Alcohol,3.5,1,1,1,1,3.5,1.3652130558897004,0.025641025641025546,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,0,Alcohol,3.5,1,1,1,1,3.5
668d3b9862f5a356423ded45,14069,85.0,LR,w/ XAI,1.0,15.037,0.0,Alcohol,numeric,13.0,9.0,-4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,0,Alcohol,4.0,0,1,0,1,4.0,1.6665657111296617,0.1282051282051282,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,0,Alcohol,4.0,0,1,0,1,4.0
668d3b9862f5a356423ded45,14070,54.0,LR,w/ XAI,1.0,11.59,0.0,Alcohol,numeric,13.0,9.0,-4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,1,0,Alcohol,4.0,0,1,0,1,4.0,1.6665657111296617,0.05128205128205109,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,1,0,Alcohol,4.0,0,1,0,1,4.0
668d3b9862f5a356423ded45,14071,78.0,LR,w/ XAI,0.0,8.2,1.0,Sulphates,numeric,0.53,1.1,0.57,0.0,1.0,0.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,0,1,Sulphates,0.57,1,1,1,1,0.57,1.7163386226044048,0.1094021082050927,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,1,Sulphates,0.57,1,1,1,1,0.57
668d3b9862f5a356423ded45,14072,11.0,LR,w/ XAI,1.0,13.941,5.0,Chlorides,numeric,0.074,0.22,0.146,1.0,0.0,0.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,0,5,Chlorides,0.146,1,0,1,0,0.146,1.2526867610279788,0.033519553072625885,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,5,Chlorides,0.146,1,0,1,0,0.146
668d3b9862f5a356423ded45,14073,111.0,LR,w/ XAI,0.0,9.167,3.0,Vinegar Taint,numeric,0.59,0.23,-0.36,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,0,3,Vinegar Taint,0.36,0,0,0,0,0.36,1.4832875206614242,0.0005476451259583187,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,3,Vinegar Taint,0.36,0,0,0,0,0.36
668d3b9862f5a356423ded45,14074,67.0,LR,w/ XAI,0.0,12.037,3.0,Vinegar Taint,numeric,0.72,0.23,-0.49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LR,mlp,wine_quality,high,change_path_dt,0,3,Vinegar Taint,0.49,0,0,0,0,0.49,0.6544040989010168,0.006297918948521425,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,3,Vinegar Taint,0.49,0,0,0,0,0.49
668d3b9862f5a356423ded45,14075,52.0,LR,w/o XAI,1.0,10.558,0.0,Alcohol,numeric,13.0,9.0,-4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,0,0,Alcohol,4.0,0,1,0,1,4.0,1.2986225713223845,0.0769230769230771,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,0,Alcohol,4.0,0,1,0,1,4.0
668d3b9862f5a356423ded45,14076,285.0,LR,w/ XAI,0.0,10.636,0.0,Alcohol,numeric,10.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,0,0,Alcohol,3.0,1,1,1,1,3.0,1.9127393300748994,0.025641025641025546,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,0,Alcohol,3.0,1,1,1,1,3.0
668d3b9862f5a356423ded45,14077,1.0,LR,w/ XAI,0.0,8.308,0.0,Alcohol,numeric,9.5,13.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,wine_quality,high,change_path_dt,0,0,Alcohol,3.5,1,1,1,1,3.5,1.9127393300748994,0.025641025641025546,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,0,Alcohol,3.5,1,1,1,1,3.5
668d3b9862f5a356423ded45,14078,326.0,LR,w/o XAI,1.0,6.541,3.0,Vinegar Taint,numeric,0.38,0.96,0.58,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,0,3,Vinegar Taint,0.58,0,1,0,1,0.58,1.7722629697601398,0.0,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,3,Vinegar Taint,0.58,0,1,0,1,0.58
668d3b9862f5a356423ded45,14079,340.0,LR,w/o XAI,1.0,7.53,3.0,Vinegar Taint,numeric,0.36,0.96,0.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,wine_quality,high,change_path_dt,0,3,Vinegar Taint,0.6,0,1,0,1,0.6,1.8404207756928037,0.0,-0.12940368022623439,0.4992935439688203,0.015711338409525002,1.6424635077669407,0.1261327437506004,11.182331215335413,-0.12940368022623439,0.4992935439688203,0.015711338409525002,change_path_dt,0,3,Vinegar Taint,0.6,0,1,0,1,0.6
66e3740c4bc40251bdd0667a,7160,272.0,LR,w/ XAI,1.0,81.759,3.0,Shape,categorical,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,LR,mlp,mushrooms,high,change_path_dt,0,3,Shape,1.0,0,1,0,1,1.0,1.7523015237683919,1.0,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,0,3,Shape,1.0,0,1,0,1,1.0
66e3740c4bc40251bdd0667a,7161,56.0,LR,w/ XAI,1.0,65.062,2.0,Width,numeric,5.6,8.5,2.9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,LR,mlp,mushrooms,high,change_path_dt,0,2,Width,2.9,0,1,0,1,2.9,1.908003967631604,0.3945647698782521,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,0,2,Width,2.9,0,1,0,1,2.9
66e3740c4bc40251bdd0667a,7162,398.0,LR,w/ XAI,1.0,41.368,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,LR,mlp,mushrooms,high,change_path_dt,1,0,Bruises,1.0,0,1,0,1,1.0,1.3384431791231597,0.5334894526773998,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,0,Bruises,1.0,0,1,0,1,1.0
66e3740c4bc40251bdd0667a,7163,144.0,LR,w/ XAI,0.0,55.883,3.0,Shape,categorical,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LR,mlp,mushrooms,high,change_path_dt,1,3,Shape,1.0,1,1,1,1,1.0,1.7523015237683919,1.0,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,3,Shape,1.0,1,1,1,1,1.0
66e3740c4bc40251bdd0667a,7164,121.0,LR,w/ XAI,0.0,27.399,0.0,Bruises,categorical,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LR,mlp,mushrooms,high,change_path_dt,1,0,Bruises,1.0,1,1,1,1,1.0,1.4406997378322262,1.0,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,0,Bruises,1.0,1,1,1,1,1.0
66e3740c4bc40251bdd0667a,7165,263.0,LR,w/o XAI,1.0,50.801,3.0,Shape,categorical,1.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,LR,mlp,mushrooms,high,change_path_dt,1,3,Shape,1.0,0,1,0,1,1.0,1.8146581204790404,0.0,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,3,Shape,1.0,0,1,0,1,1.0
66e3740c4bc40251bdd0667a,7166,117.0,LR,w/ XAI,0.0,53.788,1.0,Height,numeric,12.0,7.1,-4.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LR,mlp,mushrooms,high,change_path_dt,1,1,Height,4.9,1,1,1,1,4.9,1.8679034397621166,0.16085409573775786,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,1,Height,4.9,1,1,1,1,4.9
66e3740c4bc40251bdd0667a,7167,309.0,LR,w/ XAI,0.0,33.549,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,LR,mlp,mushrooms,high,change_path_dt,1,0,Bruises,1.0,1,1,1,1,1.0,1.4406997378322262,1.0,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,0,Bruises,1.0,1,1,1,1,1.0
66e3740c4bc40251bdd0667a,7168,184.0,LR,w/ XAI,0.0,49.062,1.0,Height,numeric,2.0,5.3,3.3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,mushrooms,high,change_path_dt,1,1,Height,3.3,1,1,1,1,3.3,1.8679034397621166,0.08438597954564916,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,1,Height,3.3,1,1,1,1,3.3
66e3740c4bc40251bdd0667a,7169,111.0,LR,w/o XAI,0.0,44.172,2.0,Width,numeric,31.0,15.0,-16.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,LR,mlp,mushrooms,high,change_path_dt,1,2,Width,16.0,1,1,1,1,16.0,1.6320318708834767,0.09835853790608773,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,2,Width,16.0,1,1,1,1,16.0
66e3740c4bc40251bdd0667a,7170,220.0,LR,w/ XAI,0.0,70.337,4.0,Cap Diameter,numeric,1.3,4.0,2.7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,mushrooms,high,change_path_dt,1,4,Cap Diameter,2.7,1,1,1,1,2.7,1.9205520625729604,0.26707876788309304,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,4,Cap Diameter,2.7,1,1,1,1,2.7
66e3740c4bc40251bdd0667a,7171,373.0,LR,w/ XAI,1.0,56.489,4.0,Cap Diameter,numeric,6.1,2.0,-4.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,LR,mlp,mushrooms,high,change_path_dt,1,4,Cap Diameter,4.1,0,1,0,1,4.1,1.9205520625729604,0.060799599972725465,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,4,Cap Diameter,4.1,0,1,0,1,4.1
66e3740c4bc40251bdd0667a,7172,47.0,LR,w/ XAI,0.0,46.034,1.0,Height,numeric,3.9,6.0,2.1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LR,mlp,mushrooms,high,change_path_dt,1,1,Height,2.1,1,1,1,1,2.1,1.8679034397621166,0.15319151200067602,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,1,Height,2.1,1,1,1,1,2.1
66e3740c4bc40251bdd0667a,7173,141.0,LR,w/o XAI,1.0,35.499,2.0,Width,numeric,6.9,15.0,8.1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,mushrooms,high,change_path_dt,1,2,Width,8.1,0,1,0,1,8.1,1.6342326113590153,0.34573601329768794,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,1.759242162877296,0.3206237516116671,11.098454186400158,-0.6495410815915181,0.2665105473226002,0.0020421145967589216,change_path_dt,1,2,Width,8.1,0,1,0,1,8.1
