Participant Id,Condition,Model,dataId,Complexity,Phase,Trial Index,Instance Id,XAIType,Tested w/ XAI,Model Pred Time,Time,Response,AI Prediction (y),Model Prediction,Objective
94,DT,mlp,mushrooms,low,,26,90.0,DT,False,5.515315197805317,18.233,40,1,1,13.400223181546252
94,DT,mlp,mushrooms,low,,27,315.0,DT,False,5.89693754046164,8.654,-40,0,0,13.400223181546252
94,DT,mlp,mushrooms,low,,28,8.0,DT,True,7.0185956173044834,10.549,40,1,1,13.400223181546252
94,DT,mlp,mushrooms,low,,29,307.0,DT,True,6.976544971657265,8.029,60,1,1,13.400223181546252
94,DT,mlp,mushrooms,low,,30,178.0,DT,True,6.9429896737902075,8.97,40,1,1,13.400223181546252
94,DT,mlp,mushrooms,low,,31,39.0,DT,False,5.155610798417731,8.297,-40,0,1,13.400223181546252
94,DT,mlp,mushrooms,low,,32,111.0,DT,True,6.96536588574276,8.657,-80,0,0,13.400223181546252
94,DT,mlp,mushrooms,low,,33,77.0,DT,False,6.92677329194397,11.665,-80,0,0,13.400223181546252
94,DT,mlp,mushrooms,low,,34,338.0,DT,True,4.517881223946538,8.079,-60,0,1,13.400223181546252
94,DT,mlp,mushrooms,low,,35,131.0,DT,False,6.925282119735145,9.341,-60,0,0,13.400223181546252
94,DT,mlp,mushrooms,low,,36,7.0,DT,True,6.979390846731748,9.261,60,0,1,13.400223181546252
94,DT,mlp,mushrooms,low,,37,351.0,DT,False,5.648064385071923,16.967,-40,0,0,13.400223181546252
94,DT,mlp,mushrooms,low,,38,347.0,DT,True,6.918129286982414,7.172,60,1,1,13.400223181546252
94,DT,mlp,mushrooms,low,,39,283.0,DT,False,6.916588117374649,9.68,40,1,1,13.400223181546252
101,DT,mlp,mushrooms,low,,0,389.0,DT,False,0.2996677317110882,80.092,-20,0,1,19.49692583384777
101,DT,mlp,mushrooms,low,,1,340.0,DT,False,0.2216946048367657,44.325,40,0,1,19.49692583384777
101,DT,mlp,mushrooms,low,,2,232.0,DT,False,0.3622363316498289,29.046,40,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,3,338.0,DT,False,0.3947813569443878,14.952,-40,0,1,19.49692583384777
101,DT,mlp,mushrooms,low,,4,317.0,DT,True,0.5460946509730307,73.382,-20,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,5,236.0,DT,True,0.5421210358024664,53.384,20,0,1,19.49692583384777
101,DT,mlp,mushrooms,low,,6,215.0,DT,True,5.4548025402927385,35.572,-60,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,7,163.0,DT,False,5.466332444908906,12.883,20,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,8,87.0,DT,True,5.463928485191054,20.542,40,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,9,155.0,DT,True,5.4468147121666295,15.692,80,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,10,315.0,DT,False,5.218111512909704,19.919,-40,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,11,213.0,DT,True,5.436770035469775,19.126,100,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,12,391.0,DT,False,7.203798632827324,24.038,-20,1,0,19.49692583384777
101,DT,mlp,mushrooms,low,,13,314.0,DT,True,5.289834222926824,28.979,80,0,1,19.49692583384777
101,DT,mlp,mushrooms,low,,14,211.0,DT,True,5.414630903076967,30.072,-40,1,0,19.49692583384777
101,DT,mlp,mushrooms,low,,15,161.0,DT,True,5.322462471721186,25.306,20,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,16,216.0,DT,False,6.885929664327441,49.288,20,1,0,19.49692583384777
101,DT,mlp,mushrooms,low,,17,72.0,DT,True,5.0571837330450595,24.036,-60,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,18,381.0,DT,False,7.031280259738647,21.582,-20,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,19,146.0,DT,False,7.014919802448822,21.168,20,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,20,370.0,DT,True,5.087859089463325,35.384,-60,1,0,19.49692583384777
101,DT,mlp,mushrooms,low,,21,136.0,DT,True,4.882483763395497,21.89,40,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,22,51.0,DT,False,4.1844742008931535,20.881,-40,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,23,217.0,DT,False,7.009574835743324,13.426,20,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,24,356.0,DT,True,4.998695461794369,29.918,20,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,25,22.0,DT,False,6.928800786578132,24.458,-20,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,26,31.0,DT,False,3.9477261284037217,13.387,-40,0,1,19.49692583384777
101,DT,mlp,mushrooms,low,,27,24.0,DT,False,6.970823616299055,12.875,40,0,1,19.49692583384777
101,DT,mlp,mushrooms,low,,28,293.0,DT,True,4.954837898290446,19.851,-80,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,29,397.0,DT,False,4.094089452234463,24.379,-40,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,30,188.0,DT,False,6.997264057360028,12.786,-40,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,31,2.0,DT,True,5.020323597036736,26.911,60,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,32,191.0,DT,False,6.911150883107496,13.384,-60,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,33,154.0,DT,False,6.836481264696491,10.448,40,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,34,241.0,DT,True,6.954006049905501,14.478,80,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,35,283.0,DT,True,6.798643817567936,12.726,100,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,36,382.0,DT,True,6.829875057482432,10.63,-100,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,37,386.0,DT,True,6.812178985782255,13.654,100,1,1,19.49692583384777
101,DT,mlp,mushrooms,low,,38,331.0,DT,True,6.961544451248243,14.515,-80,0,0,19.49692583384777
101,DT,mlp,mushrooms,low,,39,79.0,DT,True,6.794203762684709,12.573,-100,1,0,19.49692583384777
66,DT,mlp,mushrooms,high,,0,301.0,DT,False,0.2041207979529949,20.193,40,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,1,137.0,DT,True,0.2017368050268649,19.703,-40,0,1,17.12263618590491
66,DT,mlp,mushrooms,high,,2,280.0,DT,False,0.2014695684581381,6.208,60,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,3,183.0,DT,True,3.174255289170875,15.601,100,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,4,374.0,DT,False,2.6077769497829517,5.355,-20,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,5,328.0,DT,True,5.7068967456868345,36.925,100,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,6,188.0,DT,True,5.99650207562836,26.972,-100,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,7,372.0,DT,True,3.461305174454549,21.062,-100,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,8,62.0,DT,False,6.957876983144826,10.853,60,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,9,113.0,DT,True,6.649981554397422,27.225,-100,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,10,74.0,DT,False,8.26296161217911,21.076,40,1,0,17.12263618590491
66,DT,mlp,mushrooms,high,,11,250.0,DT,False,8.24433741638439,30.024,60,1,0,17.12263618590491
66,DT,mlp,mushrooms,high,,12,7.0,DT,True,7.302900636451983,14.535,-100,0,1,17.12263618590491
66,DT,mlp,mushrooms,high,,13,213.0,DT,True,7.455861360685401,16.377,100,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,14,349.0,DT,True,7.534341888101793,11.425,-100,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,15,222.0,DT,True,7.580378646597349,21.356,-100,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,16,114.0,DT,False,8.521222282021487,16.658,-80,1,0,17.12263618590491
66,DT,mlp,mushrooms,high,,17,181.0,DT,True,7.001692211862933,17.774,100,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,18,315.0,DT,True,3.5039389037776387,16.086,-100,0,1,17.12263618590491
66,DT,mlp,mushrooms,high,,19,47.0,DT,False,10.719498666821028,14.407,100,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,20,129.0,DT,False,4.497425039959034,40.25,-20,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,21,399.0,DT,False,10.81290791630643,23.919,80,1,0,17.12263618590491
66,DT,mlp,mushrooms,high,,22,350.0,DT,True,8.76145620422138,11.75,-100,1,0,17.12263618590491
66,DT,mlp,mushrooms,high,,23,5.0,DT,False,8.52720430461119,14.48,-100,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,24,308.0,DT,True,9.598958557853978,13.485,100,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,25,90.0,DT,True,3.999002364593121,12.24,100,1,0,17.12263618590491
66,DT,mlp,mushrooms,high,,26,116.0,DT,True,10.678248611532211,13.699,-100,1,0,17.12263618590491
66,DT,mlp,mushrooms,high,,27,383.0,DT,True,10.54949590438108,24.017,100,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,28,19.0,DT,False,10.63965410422967,21.801,40,1,0,17.12263618590491
66,DT,mlp,mushrooms,high,,29,76.0,DT,False,10.752838936722982,9.825,40,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,30,98.0,DT,True,10.719352093410214,11.849,100,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,31,291.0,DT,True,4.172898723926051,9.322,-100,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,32,393.0,DT,False,8.72000142809053,8.609,-100,0,0,17.12263618590491
66,DT,mlp,mushrooms,high,,33,368.0,DT,False,10.480271491765494,16.65,20,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,34,247.0,DT,False,10.38747751975695,13.001,20,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,35,147.0,DT,True,8.605203666891441,16.864,-100,1,0,17.12263618590491
66,DT,mlp,mushrooms,high,,36,300.0,DT,False,8.496845749344487,10.688,-100,1,1,17.12263618590491
66,DT,mlp,mushrooms,high,,37,36.0,DT,False,8.662359374944131,11.226,-100,1,0,17.12263618590491
66,DT,mlp,mushrooms,high,,38,49.0,DT,False,10.542283542190509,13.625,80,1,0,17.12263618590491
66,DT,mlp,mushrooms,high,,39,332.0,DT,True,8.487842476121271,11.491,-100,0,0,17.12263618590491
283,DT,mlp,mushrooms,high,,0,266.0,DT,False,0.2009302626229168,11.086,-60,0,0,34.9626669043193
283,DT,mlp,mushrooms,high,,1,197.0,DT,True,0.2009276830318111,12.861,60,0,1,34.9626669043193
283,DT,mlp,mushrooms,high,,2,291.0,DT,True,0.2009251159862071,3.381,-80,0,1,34.9626669043193
283,DT,mlp,mushrooms,high,,3,316.0,DT,False,5.6001707354800985,1.827,-60,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,4,211.0,DT,False,6.098592698145587,2.35,60,1,0,34.9626669043193
283,DT,mlp,mushrooms,high,,5,144.0,DT,False,4.665515073046166,1.69,-60,0,0,34.9626669043193
283,DT,mlp,mushrooms,high,,6,323.0,DT,False,4.444939169864266,2.033,-80,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,7,259.0,DT,False,4.494718386153213,2.026,80,0,1,34.9626669043193
283,DT,mlp,mushrooms,high,,8,385.0,DT,False,2.986319536067799,1.57,-80,0,1,34.9626669043193
283,DT,mlp,mushrooms,high,,9,186.0,DT,True,2.767777637180257,18.805,-80,0,0,34.9626669043193
283,DT,mlp,mushrooms,high,,10,373.0,DT,False,3.681433865654428,3.523,100,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,11,269.0,DT,False,4.849370601958494,2.334,-100,0,1,34.9626669043193
283,DT,mlp,mushrooms,high,,12,84.0,DT,False,4.535324329003557,2.868,100,1,0,34.9626669043193
283,DT,mlp,mushrooms,high,,13,132.0,DT,False,3.87414241794049,3.276,-80,0,0,34.9626669043193
283,DT,mlp,mushrooms,high,,14,60.0,DT,True,4.301232995607972,10.49,100,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,15,250.0,DT,False,3.991833267007259,3.961,40,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,16,127.0,DT,False,7.148782644502915,3.571,-40,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,17,101.0,DT,True,6.932538255685414,2.721,60,1,0,34.9626669043193
283,DT,mlp,mushrooms,high,,18,185.0,DT,False,6.162127324064956,1.794,60,0,1,34.9626669043193
283,DT,mlp,mushrooms,high,,19,322.0,DT,True,6.371309668330697,2.136,80,0,0,34.9626669043193
283,DT,mlp,mushrooms,high,,20,381.0,DT,True,7.305827882275902,3.441,40,1,0,34.9626669043193
283,DT,mlp,mushrooms,high,,21,213.0,DT,True,7.280407580148269,1.78,60,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,22,390.0,DT,False,10.498296699363769,2.547,-80,0,1,34.9626669043193
283,DT,mlp,mushrooms,high,,23,39.0,DT,True,3.448628266909336,3.29,-60,0,1,34.9626669043193
283,DT,mlp,mushrooms,high,,24,263.0,DT,False,10.693450024644516,5.033,60,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,25,13.0,DT,False,8.727729120829851,1.901,60,0,0,34.9626669043193
283,DT,mlp,mushrooms,high,,26,88.0,DT,True,7.39310109871528,4.912,80,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,27,341.0,DT,True,6.639645824422145,2.247,100,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,28,270.0,DT,False,10.692100197786914,2.027,60,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,29,367.0,DT,True,7.293437942497699,2.465,-60,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,30,27.0,DT,True,7.623813346422976,2.3,60,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,31,284.0,DT,True,7.79469199365032,3.4,60,0,1,34.9626669043193
283,DT,mlp,mushrooms,high,,32,315.0,DT,False,4.040715788154921,2.425,-100,0,0,34.9626669043193
283,DT,mlp,mushrooms,high,,33,2.0,DT,False,10.582857048067304,2.733,100,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,34,116.0,DT,True,6.729156100266376,3.527,-100,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,35,329.0,DT,True,6.957723339067288,10.201,100,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,36,149.0,DT,True,7.461256021141375,1.769,80,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,37,33.0,DT,False,4.036622422881868,1.747,80,1,1,34.9626669043193
283,DT,mlp,mushrooms,high,,38,343.0,DT,False,8.472832004960335,1.748,80,0,0,34.9626669043193
283,DT,mlp,mushrooms,high,,39,260.0,DT,True,7.0276729778096,3.429,-100,1,0,34.9626669043193
44,DT,mlp,mushrooms,high,,0,320.0,DT,False,0.2009302626229168,20.135,80,0,1,29.942895057666725
44,DT,mlp,mushrooms,high,,1,216.0,DT,False,0.2009276830318111,4.107,40,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,2,213.0,DT,False,0.2041153612795317,3.244,80,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,3,227.0,DT,True,0.2017298118963246,5.386,100,1,0,29.942895057666725
44,DT,mlp,mushrooms,high,,4,371.0,DT,True,0.2046530813166832,4.595,20,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,5,377.0,DT,False,5.595565382209968,2.897,-80,0,1,29.942895057666725
44,DT,mlp,mushrooms,high,,6,25.0,DT,True,5.595727546023789,2.655,40,1,0,29.942895057666725
44,DT,mlp,mushrooms,high,,7,155.0,DT,True,6.752160693027284,2.869,80,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,8,54.0,DT,True,3.877702371486704,2.679,100,1,0,29.942895057666725
44,DT,mlp,mushrooms,high,,9,372.0,DT,True,3.739304633823574,3.248,100,0,1,29.942895057666725
44,DT,mlp,mushrooms,high,,10,316.0,DT,True,7.709348787815801,8.555,60,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,11,121.0,DT,True,6.547757189722938,8.334,40,0,0,29.942895057666725
44,DT,mlp,mushrooms,high,,12,69.0,DT,False,7.601624629137651,4.542,20,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,13,214.0,DT,False,10.365040977067697,2.097,20,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,14,158.0,DT,True,6.372824674759555,3.003,-20,0,1,29.942895057666725
44,DT,mlp,mushrooms,high,,15,35.0,DT,False,11.037386022517712,3.236,40,0,1,29.942895057666725
44,DT,mlp,mushrooms,high,,16,99.0,DT,False,10.408104614835262,6.508,80,0,0,29.942895057666725
44,DT,mlp,mushrooms,high,,17,370.0,DT,False,8.329847864958856,11.264,20,1,0,29.942895057666725
44,DT,mlp,mushrooms,high,,18,388.0,DT,True,6.868045994639153,3.087,-20,0,0,29.942895057666725
44,DT,mlp,mushrooms,high,,19,177.0,DT,False,4.22511960368666,2.704,60,0,0,29.942895057666725
44,DT,mlp,mushrooms,high,,20,144.0,DT,True,6.827200098040996,4.792,-20,0,0,29.942895057666725
44,DT,mlp,mushrooms,high,,21,260.0,DT,True,7.655197315910543,4.092,40,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,22,328.0,DT,False,10.3839765572969,2.206,40,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,23,193.0,DT,True,7.243600878158601,3.855,20,0,0,29.942895057666725
44,DT,mlp,mushrooms,high,,24,352.0,DT,True,7.339707251570458,9.276,-20,1,0,29.942895057666725
44,DT,mlp,mushrooms,high,,25,285.0,DT,True,4.020264005379575,4.295,40,0,0,29.942895057666725
44,DT,mlp,mushrooms,high,,26,325.0,DT,True,8.61924189671992,3.432,-80,0,0,29.942895057666725
44,DT,mlp,mushrooms,high,,27,77.0,DT,False,8.731769191776605,3.618,-100,0,0,29.942895057666725
44,DT,mlp,mushrooms,high,,28,358.0,DT,False,10.363358514783467,2.751,20,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,29,32.0,DT,False,10.719243275021045,3.866,20,0,1,29.942895057666725
44,DT,mlp,mushrooms,high,,30,174.0,DT,False,10.230361705475312,3.015,-20,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,31,101.0,DT,False,10.30559955695567,3.036,-40,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,32,10.0,DT,True,8.430186608044808,4.614,-80,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,33,338.0,DT,False,3.944870130148261,5.216,20,0,0,29.942895057666725
44,DT,mlp,mushrooms,high,,34,280.0,DT,True,10.451961097619296,5.285,-20,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,35,60.0,DT,True,10.37780143513054,4.003,-40,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,36,226.0,DT,False,10.496019269133267,3.922,20,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,37,62.0,DT,True,8.384126000609108,3.142,-40,0,0,29.942895057666725
44,DT,mlp,mushrooms,high,,38,399.0,DT,True,10.624900178581912,3.897,-20,1,1,29.942895057666725
44,DT,mlp,mushrooms,high,,39,293.0,DT,False,8.647623654355078,2.54,-40,0,0,29.942895057666725
99,DT,mlp,mushrooms,high,,0,126.0,DT,False,0.2041207979529949,55.674,20,0,1,21.56984458333081
99,DT,mlp,mushrooms,high,,1,36.0,DT,True,0.2017368050268649,61.655,-100,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,2,238.0,DT,False,0.2014695684581381,25.935,-20,1,0,21.56984458333081
99,DT,mlp,mushrooms,high,,3,303.0,DT,True,6.122740264131954,21.328,-100,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,4,73.0,DT,True,5.069321293966726,15.872,-100,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,5,163.0,DT,False,5.682179871479931,5.506,100,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,6,368.0,DT,True,5.680804003551984,8.278,-100,1,0,21.56984458333081
99,DT,mlp,mushrooms,high,,7,352.0,DT,True,5.600250510764229,9.3,-100,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,8,228.0,DT,False,3.691898722849285,8.104,-20,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,9,90.0,DT,True,3.5832065234531787,16.044,100,1,0,21.56984458333081
99,DT,mlp,mushrooms,high,,10,16.0,DT,True,7.3799329699894125,13.9,100,0,1,21.56984458333081
99,DT,mlp,mushrooms,high,,11,329.0,DT,True,7.560255382752298,18.534,100,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,12,346.0,DT,False,7.170395771852925,8.633,-100,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,13,183.0,DT,True,6.786995922324815,14.875,-100,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,14,99.0,DT,False,10.434892377580391,9.012,40,0,1,21.56984458333081
99,DT,mlp,mushrooms,high,,15,395.0,DT,True,6.791387534296511,8.298,-100,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,16,197.0,DT,True,6.530947331421784,7.154,-100,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,17,121.0,DT,False,8.657780213136775,3.754,-100,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,18,331.0,DT,True,6.548737684210471,6.562,-100,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,19,399.0,DT,False,10.438595299134986,3.606,-100,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,20,365.0,DT,True,3.4679530312252904,12.686,-100,0,1,21.56984458333081
99,DT,mlp,mushrooms,high,,21,198.0,DT,True,3.413914528422477,10.03,-100,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,22,53.0,DT,False,10.252561405193871,10.21,60,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,23,396.0,DT,True,3.9739368094415912,9.741,-100,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,24,367.0,DT,False,10.207365185954426,13.472,20,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,25,297.0,DT,True,6.653705596968808,5.064,-100,0,1,21.56984458333081
99,DT,mlp,mushrooms,high,,26,393.0,DT,True,8.752262229231945,4.176,-100,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,27,260.0,DT,False,10.45706622492529,4.522,20,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,28,310.0,DT,False,10.048373932358686,5.96,-20,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,29,254.0,DT,True,4.209325164652661,9.299,-100,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,30,214.0,DT,False,10.023746697557652,11.304,40,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,31,305.0,DT,True,9.65504771292234,11.865,-80,1,0,21.56984458333081
99,DT,mlp,mushrooms,high,,32,257.0,DT,False,8.564363821438402,4.036,-100,1,0,21.56984458333081
99,DT,mlp,mushrooms,high,,33,381.0,DT,True,10.573072752763682,12.296,60,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,34,241.0,DT,True,10.061116339152772,11.75,100,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,35,58.0,DT,True,4.194050530375182,10.271,-100,0,1,21.56984458333081
99,DT,mlp,mushrooms,high,,36,220.0,DT,False,10.018472840981632,14.991,-40,0,0,21.56984458333081
99,DT,mlp,mushrooms,high,,37,128.0,DT,False,10.172176479708876,9.448,40,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,38,328.0,DT,False,10.54929500081214,3.843,-100,1,1,21.56984458333081
99,DT,mlp,mushrooms,high,,39,185.0,DT,True,8.671502962949077,3.952,-100,0,0,21.56984458333081
232,DT,mlp,mushrooms,high,,0,227.0,DT,False,0.2009302626229168,36.92,-20,1,0,29.279623943487884
232,DT,mlp,mushrooms,high,,1,88.0,DT,True,0.2009276830318111,68.829,-40,1,0,29.279623943487884
232,DT,mlp,mushrooms,high,,2,256.0,DT,False,0.2009251159862071,25.231,40,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,3,320.0,DT,True,5.9094146626270705,38.474,-60,0,1,29.279623943487884
232,DT,mlp,mushrooms,high,,4,197.0,DT,True,4.549338736065908,40.583,-80,0,1,29.279623943487884
232,DT,mlp,mushrooms,high,,5,281.0,DT,True,6.584397187975615,35.082,20,1,0,29.279623943487884
232,DT,mlp,mushrooms,high,,6,101.0,DT,True,6.820832305759687,50.784,-20,1,0,29.279623943487884
232,DT,mlp,mushrooms,high,,7,108.0,DT,False,6.0928475557486035,17.73,-60,0,0,29.279623943487884
232,DT,mlp,mushrooms,high,,8,224.0,DT,True,7.140216992373626,39.882,-20,1,0,29.279623943487884
232,DT,mlp,mushrooms,high,,9,143.0,DT,True,7.463054531755773,50.989,-100,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,10,4.0,DT,True,6.8976766154493925,45.846,-80,1,0,29.279623943487884
232,DT,mlp,mushrooms,high,,11,213.0,DT,False,10.72440357731148,9.156,40,1,0,29.279623943487884
232,DT,mlp,mushrooms,high,,12,204.0,DT,True,7.3777374600885555,43.105,-20,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,13,362.0,DT,True,9.267841586590222,36.994,100,1,0,29.279623943487884
232,DT,mlp,mushrooms,high,,14,166.0,DT,True,8.999728933878881,21.757,80,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,15,302.0,DT,True,7.498907225167391,30.301,-80,0,0,29.279623943487884
232,DT,mlp,mushrooms,high,,16,141.0,DT,True,9.17677455120079,14.976,-100,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,17,306.0,DT,False,4.198580396246878,23.091,-60,0,0,29.279623943487884
232,DT,mlp,mushrooms,high,,18,11.0,DT,False,9.93028945624896,13.68,20,1,0,29.279623943487884
232,DT,mlp,mushrooms,high,,19,349.0,DT,True,6.73289631401184,20.393,-80,0,0,29.279623943487884
232,DT,mlp,mushrooms,high,,20,241.0,DT,False,10.090280245865284,9.481,40,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,21,33.0,DT,False,4.125207685674597,8.763,40,1,0,29.279623943487884
232,DT,mlp,mushrooms,high,,22,202.0,DT,True,10.502530863889502,31.173,80,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,23,398.0,DT,False,10.515068880863277,11.4,60,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,24,188.0,DT,False,8.434304389901756,9.725,80,0,0,29.279623943487884
232,DT,mlp,mushrooms,high,,25,312.0,DT,True,10.575727994216775,25.195,100,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,26,155.0,DT,True,10.754406783251389,23.357,100,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,27,391.0,DT,False,8.533627856985934,15.136,40,1,0,29.279623943487884
232,DT,mlp,mushrooms,high,,28,54.0,DT,False,4.327339233937515,16.598,-20,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,29,130.0,DT,False,10.169751306815964,12.539,60,1,1,29.279623943487884
232,DT,mlp,mushrooms,high,,30,70.0,DT,True,8.623621727569615,19.854,-60,0,0,29.279623943487884
232,DT,mlp,mushrooms,high,,31,194.0,DT,True,8.216190213911142,17.234,-80,0,0,29.279623943487884
232,DT,mlp,mushrooms,high,,32,138.0,DT,True,8.72152607564464,27.982,100,0,0,29.279623943487884
232,DT,mlp,mushrooms,high,,33,258.0,DT,False,8.440147557169794,6.97,60,0,0,29.279623943487884
232,DT,mlp,mushrooms,high,,34,348.0,DT,True,10.44734539673279,26.46,100,1,1,29.279623943487884
