forward_accuracy,participantId,trialId,block,trialWithinBlock,withinCondition,xai_method,xai_type,dataId,instanceId,phase,phaseTrialId,ai_prediction,tested_w_xai,step,cognitive_model_strategy,feature_values,explanation,response,agent_prediction,pred_time,cognitive_correct_vs_ai,feedback_time
1,173,4,1,4,single_condition,shap,attribution,wine_quality,1587,training,4,0,,infer_no_explanation,AttributionSum,"[0.5151515007019043, 0.41304346919059753, 0.16815035045146942, 0.5964912176132202, 0.9607843160629272]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,173,4,1,4,single_condition,shap,attribution,wine_quality,1587,training,4,0,,infer_with_explanation,AttributionSum,"[0.5151515007019043, 0.41304346919059753, 0.16815035045146942, 0.5964912176132202, 0.9607843160629272]","[0.8885722293091024, -0.4228503940237626, 0.6397163987629442, -0.3593315706750339, -1.0]","{0: 0.527828155421098, 1: 0.472171844578902}",0,5.0,True,5.0
1,173,5,1,1,single_condition,shap,attribution,wine_quality,1371,testing,1,1,True,infer_with_explanation,AttributionSum,"[0.7272727489471436, 1.2173912525177002, 0.029673591256141663, 0.5438596606254578, 0.29411765933036804]","[0.9883043262969465, 1.0, 0.7582291945585017, -0.07613573687168808, -0.16586757168520946]","{0: 0.1204363720675542, 1: 0.8795636279324458}",1,5.0,True,
1,173,6,1,2,single_condition,shap,attribution,wine_quality,1367,testing,2,0,False,infer_no_explanation,AttributionSum,"[0.39393940567970276, 1.54347825050354, 0.9297724962234497, 0.4736842215061188, 0.37254902720451355]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,173,7,1,3,single_condition,shap,attribution,wine_quality,377,testing,3,1,True,infer_with_explanation,AttributionSum,"[0.8484848737716675, 1.43478262424469, 0.06923837959766388, 0.0, 0.27450981736183167]","[1.0, 0.3517584964283135, 0.48632317373817974, 0.4409679483519521, -0.1224317671151635]","{0: 0.184474240401732, 1: 0.815525759598268}",1,5.0,True,
1,173,8,1,4,single_condition,shap,attribution,wine_quality,192,testing,4,0,True,infer_with_explanation,AttributionSum,"[0.09090909361839294, 0.30434781312942505, 1.1374876499176025, 0.6315789222717285, 0.4313725531101227]","[-1.0, -0.19575440692185653, -0.9427236483145962, -0.33378554871399785, 0.01401217780697407]","{0: 0.8746510598149301, 1: 0.12534894018506995}",0,5.0,True,
0,173,9,1,5,single_condition,shap,attribution,wine_quality,513,testing,5,1,False,infer_no_explanation,AttributionSum,"[0.7878788113594055, 0.41304346919059753, 0.03956478834152222, 0.42105263471603394, 0.05882352963089943]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,173,10,1,6,single_condition,shap,attribution,wine_quality,1130,testing,6,0,False,infer_no_explanation,AttributionSum,"[0.3636363744735718, 0.3478260934352875, -0.009891197085380554, 0.5789473652839661, 0.23529411852359772]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,174,1,1,1,single_condition,shap,importance,wine_quality,710,training,1,0,,infer_no_explanation,ImportanceCategorization,"[0.27272728085517883, 0.21739129722118378, 0.7220573425292969, 1.324561357498169, 0.0]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,174,1,1,1,single_condition,shap,importance,wine_quality,710,training,1,0,,infer_with_explanation,ImportanceCategorization,"[0.27272728085517883, 0.21739129722118378, 0.7220573425292969, 1.324561357498169, 0.0]","[0.47399628014869166, 0.2132920779323244, 0.3733879834508303, 1.0, 0.11421512289506808]","{0: 0.5, 1: 0.5}",0,5.0,True,5.0
1,174,2,1,2,single_condition,shap,importance,wine_quality,238,training,2,0,,infer_no_explanation,ImportanceCategorization,"[-0.06060606241226196, 0.239130437374115, 0.26706230640411377, 0.6315789222717285, 0.6078431606292725]",,{0: 1.0},0,5.0,True,
1,174,2,1,2,single_condition,shap,importance,wine_quality,238,training,2,0,,infer_with_explanation,ImportanceCategorization,"[-0.06060606241226196, 0.239130437374115, 0.26706230640411377, 0.6315789222717285, 0.6078431606292725]","[1.0, 0.2765612851361762, 0.009398426297890729, 0.17894699597108232, 0.06983760653408609]",{0: 1.0},0,5.0,True,5.0
0,174,3,1,3,single_condition,shap,importance,wine_quality,467,training,3,1,,infer_no_explanation,ImportanceCategorization,"[1.454545497894287, 0.695652186870575, 0.06923837959766388, 0.3333333432674408, 0.5098039507865906]",,{0: 1.0},0,5.0,False,
0,174,3,1,3,single_condition,shap,importance,wine_quality,467,training,3,1,,infer_with_explanation,ImportanceCategorization,"[1.454545497894287, 0.695652186870575, 0.06923837959766388, 0.3333333432674408, 0.5098039507865906]","[1.0, 0.5296717521189455, 0.16357290678406108, 0.12119681521272345, 0.04922724464709977]",{0: 1.0},0,5.0,False,5.0
0,174,4,1,4,single_condition,shap,importance,wine_quality,336,training,4,1,,infer_no_explanation,ImportanceCategorization,"[1.0, 0.5, 0.04945598542690277, 0.28070175647735596, 0.5686274766921997]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,174,4,1,4,single_condition,shap,importance,wine_quality,336,training,4,1,,infer_with_explanation,ImportanceCategorization,"[1.0, 0.5, 0.04945598542690277, 0.28070175647735596, 0.5686274766921997]","[1.0, 0.21294809662059683, 0.2118994180394715, 0.194010358941154, 0.014675355762453362]","{0: 0.5435353933789633, 1: 0.4564646066210367}",0,5.0,False,5.0
0,174,5,1,1,single_condition,shap,importance,wine_quality,596,testing,1,0,True,infer_with_explanation,ImportanceCategorization,"[0.03030303120613098, 0.28260868787765503, 0.1285855621099472, 0.22807016968727112, -0.03921568766236305]","[1.0, 0.23184305449109416, 0.12282804216221341, 0.19119311780183076, 0.19546114503354592]","{0: 0.3007157399682017, 1: 0.6992842600317982}",1,5.0,False,
1,174,6,1,2,single_condition,shap,importance,wine_quality,982,testing,2,1,True,infer_with_explanation,ImportanceCategorization,"[1.121212124824524, 0.760869562625885, 0.5835806131362915, 0.4385964870452881, 0.5490196347236633]","[1.0, 0.33315403359370166, 0.15588657671951592, 0.05179057224574165, 0.05897339017022213]","{0: 0.25795710316796466, 1: 0.7420428968320353}",1,5.0,True,
1,174,7,1,3,single_condition,shap,importance,wine_quality,1396,testing,3,0,False,infer_no_explanation,ImportanceCategorization,"[0.10606060922145844, 0.3913043439388275, 0.0, 0.7105262875556946, 0.4901960790157318]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,174,8,1,4,single_condition,shap,importance,wine_quality,1251,testing,4,0,True,infer_with_explanation,ImportanceCategorization,"[0.1818181872367859, 0.260869562625885, 0.48466864228248596, 0.5438596606254578, 0.4313725531101227]","[1.0, 0.3178421937368095, 0.3393414464143278, 0.2213630376552338, 0.034320348101158415]","{0: 0.366946531030074, 1: 0.6330534689699261}",1,5.0,False,
0,174,9,1,5,single_condition,shap,importance,wine_quality,267,testing,5,1,False,infer_no_explanation,ImportanceCategorization,"[1.0909091234207153, 0.8478260636329651, 0.2571711242198944, 0.14035087823867798, 0.5686274766921997]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,174,10,1,6,single_condition,shap,importance,wine_quality,928,testing,6,1,False,infer_no_explanation,ImportanceCategorization,"[0.6060606241226196, 0.717391312122345, 0.16815035045146942, 0.35087719559669495, 0.23529411852359772]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,175,1,1,1,single_condition,integrated_gradients,none,wine_quality,358,training,1,1,,infer_no_explanation,SensitiveFeatures,"[0.3636363744735718, 0.8260869383811951, 0.11869436502456665, 0.28070175647735596, 0.1764705926179886]",,"{0: 0.5, 1: 0.5}",0,0.1,False,5.0
0,175,2,1,2,single_condition,integrated_gradients,none,wine_quality,48,training,2,0,,infer_no_explanation,SensitiveFeatures,"[0.0, 0.19565217196941376, 0.009891197085380554, 0.22807016968727112, 0.5490196347236633]",,{1: 1.0},1,0.09999999999999964,False,5.0
0,175,3,1,3,single_condition,integrated_gradients,none,wine_quality,1067,training,3,1,,infer_no_explanation,SensitiveFeatures,"[0.5151515007019043, 0.782608687877655, -0.009891197085380554, 0.07017543911933899, -0.0784313753247261]",,"{1: 0.4821297629790361, 0: 0.517870237020964}",0,0.09999999999999964,False,5.0
0,175,4,1,4,single_condition,integrated_gradients,none,wine_quality,297,training,4,0,,infer_no_explanation,SensitiveFeatures,"[0.12121212482452393, 0.5652173757553101, 0.17804154753684998, 0.6315789222717285, 1.1960784196853638]",,"{1: 0.6589729742060687, 0: 0.34102702579393124}",1,0.09999999999999964,False,5.0
1,175,5,1,1,single_condition,integrated_gradients,none,wine_quality,21,testing,1,0,False,infer_no_explanation,SensitiveFeatures,"[0.1515151560306549, 0.3913043439388275, 0.5934718251228333, 0.21052631735801697, 0.9019607901573181]",,"{1: 0.33421559276557145, 0: 0.6657844072344286}",0,0.10000000000000142,True,
0,175,6,1,2,single_condition,integrated_gradients,none,wine_quality,1371,testing,2,1,False,infer_no_explanation,SensitiveFeatures,"[0.7272727489471436, 1.2173912525177002, 0.029673591256141663, 0.5438596606254578, 0.29411765933036804]",,"{1: 0.4907166494398059, 0: 0.509283350560194}",0,0.10000000000000142,False,
1,175,7,1,3,single_condition,integrated_gradients,none,wine_quality,580,testing,3,0,True,infer_no_explanation,SensitiveFeatures,"[0.12121212482452393, -0.06521739065647125, 0.029673591256141663, 0.4035087823867798, 0.2549019753932953]",,"{1: 0.4855285886778758, 0: 0.5144714113221242}",0,0.10000000000000142,True,
1,175,8,1,4,single_condition,integrated_gradients,none,wine_quality,124,testing,4,0,True,infer_no_explanation,SensitiveFeatures,"[0.09090909361839294, 0.021739130839705467, 0.9000989198684692, 0.4035087823867798, 0.6470588445663452]",,"{1: 0.4418610477286709, 0: 0.5581389522713291}",0,0.10000000000000142,True,
0,175,9,1,5,single_condition,integrated_gradients,none,wine_quality,1405,testing,5,1,True,infer_no_explanation,SensitiveFeatures,"[0.6363636255264282, 0.9347826242446899, 0.22749753296375275, 0.017543859779834747, 0.4313725531101227]",,"{1: 0.48575712837645707, 0: 0.5142428716235429}",0,0.10000000000000142,False,
1,175,10,1,6,single_condition,integrated_gradients,none,wine_quality,1070,testing,6,1,False,infer_no_explanation,SensitiveFeatures,"[0.5757575631141663, 0.9130434989929199, 0.2571711242198944, 0.10526315867900848, 0.23529411852359772]",,"{1: 0.5065445632384864, 0: 0.4934554367615137}",1,0.10000000000000142,True,
0,176,1,1,1,single_condition,integrated_gradients,attribution,wine_quality,128,training,1,1,,infer_no_explanation,AttributionSum,"[0.39393940567970276, 0.97826087474823, 0.04945598542690277, 0.5614035129547119, 0.7058823704719543]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,176,1,1,1,single_condition,integrated_gradients,attribution,wine_quality,128,training,1,1,,infer_with_explanation,AttributionSum,"[0.39393940567970276, 0.97826087474823, 0.04945598542690277, 0.5614035129547119, 0.7058823704719543]","[0.013474771937516963, 1.0, -0.007746742741549697, -0.004106889729612446, -0.09744992403744095]","{0: 0.28852673801444617, 1: 0.7114732619855538}",1,5.0,True,5.0
1,176,2,1,2,single_condition,integrated_gradients,attribution,wine_quality,1156,training,2,0,,infer_no_explanation,AttributionSum,"[0.7878788113594055, 0.6304348111152649, 0.7616221308708191, -0.15789473056793213, 0.529411792755127]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,176,2,1,2,single_condition,integrated_gradients,attribution,wine_quality,1156,training,2,0,,infer_with_explanation,AttributionSum,"[0.7878788113594055, 0.6304348111152649, 0.7616221308708191, -0.15789473056793213, 0.529411792755127]","[0.8550497281627036, 1.0, -0.3084925359039583, -0.007285483123902945, -0.09728143217108587]","{0: 0.13528109052646198, 1: 0.864718909473538}",1,5.0,False,5.0
0,176,3,1,3,single_condition,integrated_gradients,attribution,wine_quality,922,training,3,1,,infer_no_explanation,AttributionSum,"[0.7878788113594055, 0.9130434989929199, 0.3461918830871582, 0.6140350699424744, 0.6274510025978088]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,176,3,1,3,single_condition,integrated_gradients,attribution,wine_quality,922,training,3,1,,infer_with_explanation,AttributionSum,"[0.7878788113594055, 0.9130434989929199, 0.3461918830871582, 0.6140350699424744, 0.6274510025978088]","[0.4915734153288494, 1.0, 0.0005981353136704408, -0.07196865057289421, -0.08335178165936805]","{0: 0.18368568383060535, 1: 0.8163143161693946}",1,5.0,True,5.0
1,176,4,1,4,single_condition,integrated_gradients,attribution,wine_quality,737,training,4,0,,infer_no_explanation,AttributionSum,"[0.03030303120613098, 0.3913043439388275, 0.46488624811172485, 0.5614035129547119, 0.8627451062202454]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,176,4,1,4,single_condition,integrated_gradients,attribution,wine_quality,737,training,4,0,,infer_with_explanation,AttributionSum,"[0.03030303120613098, 0.3913043439388275, 0.46488624811172485, 0.5614035129547119, 0.8627451062202454]","[-0.8659645010634269, -0.02512367711385037, -0.2051204455246599, -0.06749549130171298, -1.0]","{0: 0.8659906457017198, 1: 0.13400935429828018}",0,5.0,True,5.0
1,176,5,1,1,single_condition,integrated_gradients,attribution,wine_quality,1172,testing,1,1,True,infer_with_explanation,AttributionSum,"[0.939393937587738, 0.5869565010070801, 0.04945598542690277, 0.2631579041481018, 0.4117647111415863]","[1.0, 0.5147710897891576, 0.4838179966596009, 0.1773488508918352, 0.08605766060171643]","{0: 0.18023279396205893, 1: 0.8197672060379411}",1,5.0,True,
0,176,6,1,2,single_condition,integrated_gradients,attribution,wine_quality,940,testing,2,1,False,infer_no_explanation,AttributionSum,"[0.9696969985961914, 0.6304348111152649, 0.13847675919532776, 0.10526315867900848, 0.5882353186607361]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,176,7,1,3,single_condition,integrated_gradients,attribution,wine_quality,782,testing,3,0,False,infer_no_explanation,AttributionSum,"[0.24242424964904785, 0.1304347813129425, 0.8407517075538635, 0.9649122953414917, 0.5882353186607361]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,176,8,1,4,single_condition,integrated_gradients,attribution,wine_quality,725,testing,4,0,True,infer_with_explanation,AttributionSum,"[0.3636363744735718, 0.17391304671764374, 0.01978239417076111, 0.6842105388641357, 0.45098039507865906]","[-0.010481914869619172, -1.0, -0.28536844469855766, -0.49402843986446, 0.0222624801910069]","{0: 0.8166821496161842, 1: 0.18331785038381576}",0,5.0,True,
0,176,9,1,5,single_condition,integrated_gradients,attribution,wine_quality,1405,testing,5,1,False,infer_no_explanation,AttributionSum,"[0.6363636255264282, 0.9347826242446899, 0.22749753296375275, 0.017543859779834747, 0.4313725531101227]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,176,10,1,6,single_condition,integrated_gradients,attribution,wine_quality,261,testing,6,0,True,infer_with_explanation,AttributionSum,"[0.06060606241226196, 0.28260868787765503, 0.553907036781311, 1.236842155456543, 0.5686274766921997]","[-0.4966753480161956, -0.24802471815981142, -0.26177890107743723, -1.0, -0.03779608615926626]","{0: 0.8170780925090028, 1: 0.18292190749099724}",0,5.0,True,
1,177,1,1,1,single_condition,integrated_gradients,importance,wine_quality,1048,training,1,0,,infer_no_explanation,ImportanceCategorization,"[0.5151515007019043, 0.6739130616188049, 0.029673591256141663, 0.38596490025520325, 0.4117647111415863]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,177,1,1,1,single_condition,integrated_gradients,importance,wine_quality,1048,training,1,0,,infer_with_explanation,ImportanceCategorization,"[0.5151515007019043, 0.6739130616188049, 0.029673591256141663, 0.38596490025520325, 0.4117647111415863]","[0.2772533413799868, 1.0, 0.13192424392287852, 0.056852925052894625, 0.22284050790029084]","{0: 0.5, 1: 0.5}",0,5.0,True,5.0
0,177,2,1,2,single_condition,integrated_gradients,importance,wine_quality,1585,training,2,1,,infer_no_explanation,ImportanceCategorization,"[0.6969696879386902, 0.804347813129425, 0.3659742772579193, 0.21052631735801697, 0.47058823704719543]",,{0: 1.0},0,5.0,False,
0,177,2,1,2,single_condition,integrated_gradients,importance,wine_quality,1585,training,2,1,,infer_with_explanation,ImportanceCategorization,"[0.6969696879386902, 0.804347813129425, 0.3659742772579193, 0.21052631735801697, 0.47058823704719543]","[0.25332712585384826, 1.0, 0.008967014696738029, 0.04841733725141166, 0.03105280818888391]",{0: 1.0},0,5.0,False,5.0
1,177,3,1,3,single_condition,integrated_gradients,importance,wine_quality,1226,training,3,0,,infer_no_explanation,ImportanceCategorization,"[0.0, 0.0, 0.3461918830871582, 0.5438596606254578, -0.0784313753247261]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,177,3,1,3,single_condition,integrated_gradients,importance,wine_quality,1226,training,3,0,,infer_with_explanation,ImportanceCategorization,"[0.0, 0.0, 0.3461918830871582, 0.5438596606254578, -0.0784313753247261]","[0.46320396485030196, 1.0, 0.0005368285924108544, 0.12364694662211898, 0.1623431533368436]","{0: 0.429486456334984, 1: 0.570513543665016}",1,5.0,False,5.0
0,177,4,1,4,single_condition,integrated_gradients,importance,wine_quality,896,training,4,1,,infer_no_explanation,ImportanceCategorization,"[1.0, 0.6521739363670349, 0.31651830673217773, 0.07017543911933899, 0.4901960790157318]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,177,4,1,4,single_condition,integrated_gradients,importance,wine_quality,896,training,4,1,,infer_with_explanation,ImportanceCategorization,"[1.0, 0.6521739363670349, 0.31651830673217773, 0.07017543911933899, 0.4901960790157318]","[1.0, 0.5993813301020035, 0.03985840215949369, 0.14363360295106745, 0.0019371662445003778]","{0: 0.787992117074799, 1: 0.212007882925201}",0,5.0,False,5.0
0,177,5,1,1,single_condition,integrated_gradients,importance,wine_quality,626,testing,1,0,True,infer_with_explanation,ImportanceCategorization,"[-0.03030303120613098, 0.043478261679410934, 0.03956478834152222, 0.5789473652839661, 0.5882353186607361]","[0.591370035736472, 1.0, 0.044450907079599124, 0.1518504385354429, 0.04122545124351476]","{0: 0.4248866545000318, 1: 0.5751133454999682}",1,5.0,False,
1,177,6,1,2,single_condition,integrated_gradients,importance,wine_quality,1405,testing,2,1,True,infer_with_explanation,ImportanceCategorization,"[0.6363636255264282, 0.9347826242446899, 0.22749753296375275, 0.017543859779834747, 0.4313725531101227]","[0.17989800216777177, 1.0, 0.08703407131941207, 0.04736471135937523, 0.06813155345141916]","{0: 0.4082982545582649, 1: 0.591701745441735}",1,5.0,True,
0,177,7,1,3,single_condition,integrated_gradients,importance,wine_quality,928,testing,3,1,False,infer_no_explanation,ImportanceCategorization,"[0.6060606241226196, 0.717391312122345, 0.16815035045146942, 0.35087719559669495, 0.23529411852359772]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,177,8,1,4,single_condition,integrated_gradients,importance,wine_quality,950,testing,4,1,False,infer_no_explanation,ImportanceCategorization,"[0.8181818127632141, 0.6304348111152649, 0.09891197085380554, -0.2631579041481018, 0.686274528503418]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,177,9,1,5,single_condition,integrated_gradients,importance,wine_quality,1555,testing,5,0,True,infer_with_explanation,ImportanceCategorization,"[0.40909090638160706, 0.45652174949645996, 0.1285855621099472, 0.5087719559669495, 0.7450980544090271]","[0.08371871975223323, 0.2674767412606814, 0.31856242577736593, 0.0032217281929892688, 1.0]","{0: 0.47289652189964254, 1: 0.5271034781003575}",1,5.0,False,
1,177,10,1,6,single_condition,integrated_gradients,importance,wine_quality,1322,testing,6,0,False,infer_no_explanation,ImportanceCategorization,"[0.6666666865348816, 0.17391304671764374, 0.06923837959766388, 0.12280701845884323, 0.23529411852359772]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,178,1,1,1,single_condition,input_gradients,none,wine_quality,1492,training,1,0,,infer_no_explanation,SensitiveFeatures,"[0.8333333134651184, 0.15217390656471252, 0.06923837959766388, 0.6666666865348816, 1.0]",,"{0: 0.5, 1: 0.5}",0,0.1,True,5.0
1,178,2,1,2,single_condition,input_gradients,none,wine_quality,1423,training,2,0,,infer_no_explanation,SensitiveFeatures,"[0.5454545617103577, 0.43478259444236755, 0.19782394170761108, 0.45614033937454224, 0.8627451062202454]",,{0: 1.0},0,0.09999999999999964,True,5.0
0,178,3,1,3,single_condition,input_gradients,none,wine_quality,1202,training,3,1,,infer_no_explanation,SensitiveFeatures,"[0.7575757503509521, 0.47826087474823, 0.009891197085380554, 0.2631579041481018, 0.5686274766921997]",,{0: 1.0},0,0.09999999999999964,False,5.0
0,178,4,1,4,single_condition,input_gradients,none,wine_quality,357,training,4,1,,infer_no_explanation,SensitiveFeatures,"[0.7575757503509521, 0.6086956262588501, 0.17804154753684998, 0.2631579041481018, 0.3529411852359772]",,"{0: 0.5128145758921869, 1: 0.4871854241078131}",0,0.09999999999999964,False,5.0
0,178,5,1,1,single_condition,input_gradients,none,wine_quality,122,testing,1,0,True,infer_no_explanation,SensitiveFeatures,"[0.0, 0.10869564861059189, 0.01978239417076111, 0.7456140518188477, 0.843137264251709]",,"{0: 0.4537572371717822, 1: 0.5462427628282177}",1,0.10000000000000142,False,
1,178,6,1,2,single_condition,input_gradients,none,wine_quality,982,testing,2,1,True,infer_no_explanation,SensitiveFeatures,"[1.121212124824524, 0.760869562625885, 0.5835806131362915, 0.4385964870452881, 0.5490196347236633]",,"{0: 0.4233764675121668, 1: 0.5766235324878333}",1,0.10000000000000142,True,
1,178,7,1,3,single_condition,input_gradients,none,wine_quality,1590,testing,3,1,False,infer_no_explanation,SensitiveFeatures,"[0.7272727489471436, 0.760869562625885, 0.2373887300491333, 0.4912280738353729, 0.5098039507865906]",,"{0: 0.4056941268342438, 1: 0.5943058731657562}",1,0.10000000000000142,True,
1,178,8,1,4,single_condition,input_gradients,none,wine_quality,1172,testing,4,1,False,infer_no_explanation,SensitiveFeatures,"[0.939393937587738, 0.5869565010070801, 0.04945598542690277, 0.2631579041481018, 0.4117647111415863]",,"{0: 0.40035820289368224, 1: 0.5996417971063177}",1,0.10000000000000142,True,
0,178,9,1,5,single_condition,input_gradients,none,wine_quality,523,testing,5,0,False,infer_no_explanation,SensitiveFeatures,"[0.06060606241226196, 0.17391304671764374, 1.2957468032836914, 0.22807016968727112, 0.3137255012989044]",,"{0: 0.41763489255993297, 1: 0.582365107440067}",1,0.10000000000000142,False,
0,178,10,1,6,single_condition,input_gradients,none,wine_quality,269,testing,6,0,True,infer_no_explanation,SensitiveFeatures,"[0.27272728085517883, 1.08695650100708, 0.11869436502456665, -0.15789473056793213, 0.4313725531101227]",,"{0: 0.4086445778381127, 1: 0.5913554221618873}",1,0.10000000000000142,False,
0,179,1,1,1,single_condition,input_gradients,attribution,wine_quality,467,training,1,1,,infer_no_explanation,AttributionSum,"[1.454545497894287, 0.695652186870575, 0.06923837959766388, 0.3333333432674408, 0.5098039507865906]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,179,1,1,1,single_condition,input_gradients,attribution,wine_quality,467,training,1,1,,infer_with_explanation,AttributionSum,"[1.454545497894287, 0.695652186870575, 0.06923837959766388, 0.3333333432674408, 0.5098039507865906]","[-1.0, 0.5549816544964664, -0.018262358426498974, 0.04608214311786294, 0.2639378033168469]","{0: 0.6094541502299733, 1: 0.39054584977002677}",0,5.0,False,5.0
1,179,2,1,2,single_condition,input_gradients,attribution,wine_quality,571,training,2,0,,infer_no_explanation,AttributionSum,"[0.7575757503509521, 0.21739129722118378, 0.306627094745636, 0.15789473056793213, 1.0]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,179,2,1,2,single_condition,input_gradients,attribution,wine_quality,571,training,2,0,,infer_with_explanation,AttributionSum,"[0.7575757503509521, 0.21739129722118378, 0.306627094745636, 0.15789473056793213, 1.0]","[1.0, 0.3328434765540254, -0.1553547966027175, -0.01805949053038968, -0.6045446696654895]","{0: 0.402404733672022, 1: 0.597595266327978}",1,5.0,False,5.0
0,179,3,1,3,single_condition,input_gradients,attribution,wine_quality,817,training,3,1,,infer_no_explanation,AttributionSum,"[0.8181818127632141, 0.5652173757553101, 0.15825915336608887, 0.035087719559669495, 0.4313725531101227]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,179,3,1,3,single_condition,input_gradients,attribution,wine_quality,817,training,3,1,,infer_with_explanation,AttributionSum,"[0.8181818127632141, 0.5652173757553101, 0.15825915336608887, 0.035087719559669495, 0.4313725531101227]","[1.0, 0.7397075338525664, -0.2570681098222998, -0.012341424806453338, -0.21945777730439922]","{0: 0.1493500869764488, 1: 0.8506499130235512}",1,5.0,True,5.0
1,179,4,1,4,single_condition,input_gradients,attribution,wine_quality,1353,training,4,0,,infer_no_explanation,AttributionSum,"[0.3333333432674408, -0.021739130839705467, 0.4549950659275055, 0.6578947305679321, 0.6078431606292725]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,179,4,1,4,single_condition,input_gradients,attribution,wine_quality,1353,training,4,0,,infer_with_explanation,AttributionSum,"[0.3333333432674408, -0.021739130839705467, 0.4549950659275055, 0.6578947305679321, 0.6078431606292725]","[0.7077672302006512, -0.027656173007900093, -0.6856702870916921, -1.0, 0.15999340804894352]","{0: 0.5725426638636884, 1: 0.42745733613631165}",0,5.0,True,5.0
1,179,5,1,1,single_condition,input_gradients,attribution,wine_quality,46,testing,1,0,False,infer_no_explanation,AttributionSum,"[0.0, 0.5652173757553101, 1.0187932252883911, 1.1666666269302368, 0.37254902720451355]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,179,6,1,2,single_condition,input_gradients,attribution,wine_quality,882,testing,2,1,False,infer_no_explanation,AttributionSum,"[0.8484848737716675, 0.6739130616188049, 0.1483679562807083, 0.07017543911933899, 0.3137255012989044]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,179,7,1,3,single_condition,input_gradients,attribution,wine_quality,875,testing,3,1,False,infer_no_explanation,AttributionSum,"[0.7878788113594055, 0.695652186870575, 0.04945598542690277, 0.07017543911933899, 0.4901960790157318]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,179,8,1,4,single_condition,input_gradients,attribution,wine_quality,18,testing,4,0,True,infer_with_explanation,AttributionSum,"[-0.06060606241226196, 0.06521739065647125, 0.17804154753684998, 0.5614035129547119, 0.6274510025978088]","[-0.311622107172913, 0.06497733046697372, -0.5068175689610427, -1.0, -0.63804463668022]","{0: 0.8372686951717815, 1: 0.1627313048282185}",0,5.0,True,
1,179,9,1,5,single_condition,input_gradients,attribution,wine_quality,713,testing,5,0,True,infer_with_explanation,AttributionSum,"[0.06060606241226196, -0.021739130839705467, 0.3659742772579193, 0.28070175647735596, 0.5490196347236633]","[0.25339677656853127, -0.02373119605764141, -1.0, -0.39172456334889466, -0.314699702469894]","{0: 0.8008674171500114, 1: 0.19913258284998853}",0,5.0,True,
1,179,10,1,6,single_condition,input_gradients,attribution,wine_quality,1172,testing,6,1,True,infer_with_explanation,AttributionSum,"[0.939393937587738, 0.5869565010070801, 0.04945598542690277, 0.2631579041481018, 0.4117647111415863]","[0.5817258989780989, 1.0, -0.07381390982283567, -0.21485197830206115, -0.11814528979142946]","{0: 0.17055119150053621, 1: 0.8294488084994638}",1,5.0,True,
0,180,1,1,1,single_condition,input_gradients,importance,wine_quality,821,training,1,1,,infer_no_explanation,ImportanceCategorization,"[1.454545497894287, 0.5869565010070801, 0.306627094745636, 0.2631579041481018, 1.2745097875595093]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,180,1,1,1,single_condition,input_gradients,importance,wine_quality,821,training,1,1,,infer_with_explanation,ImportanceCategorization,"[1.454545497894287, 0.5869565010070801, 0.306627094745636, 0.2631579041481018, 1.2745097875595093]","[0.1647619142739515, 1.0, 0.3675830873262755, 0.014727229224918773, 0.5083764430133384]","{0: 0.5, 1: 0.5}",0,5.0,False,5.0
1,180,2,1,2,single_condition,input_gradients,importance,wine_quality,589,training,2,1,,infer_no_explanation,ImportanceCategorization,"[0.39393940567970276, 0.5869565010070801, 0.01978239417076111, 0.035087719559669495, -0.019607843831181526]",,{1: 1.0},1,5.0,True,
